MutantNo,[FAIL | TIME | EXC | LIVE]
1936,FAIL
1937,FAIL
1938,FAIL
1939,FAIL
1940,LIVE
1941,FAIL
1942,LIVE
1943,FAIL
1944,FAIL
1945,FAIL
1946,FAIL
1947,FAIL
1948,FAIL
1949,FAIL
1950,LIVE
1951,FAIL
1952,FAIL
1953,FAIL
1954,FAIL
1955,FAIL
1956,FAIL
1957,FAIL
1958,FAIL
1959,FAIL
1960,FAIL
1961,LIVE
1962,FAIL
1963,FAIL
1964,FAIL
1965,FAIL
1966,FAIL
1967,FAIL
1968,FAIL
1969,FAIL
1970,EXC
1971,FAIL
1972,FAIL
1973,FAIL
1974,FAIL
1975,FAIL
1976,FAIL
1977,FAIL
1978,FAIL
1979,FAIL
1980,FAIL
1981,FAIL
1982,FAIL
1983,EXC
1984,LIVE
1985,LIVE
1986,FAIL
1987,LIVE
1988,LIVE
1989,LIVE
1990,LIVE
1991,EXC
1992,LIVE
1993,LIVE
1994,FAIL
1995,FAIL
1996,FAIL
1997,FAIL
1998,FAIL
1999,FAIL
2000,FAIL
2001,FAIL
2002,FAIL
2003,EXC
2004,FAIL
2005,FAIL
2006,FAIL
2007,FAIL
2008,FAIL
2009,FAIL
2010,FAIL
2011,FAIL
2012,FAIL
2013,FAIL
2014,FAIL
2015,FAIL
2016,FAIL
2017,FAIL
2018,FAIL
2019,FAIL
2020,FAIL
2021,FAIL
2022,FAIL
2023,FAIL
2024,FAIL
2025,FAIL
2026,FAIL
2027,EXC
2028,FAIL
2029,FAIL
2030,FAIL
2031,FAIL
2032,FAIL
2033,FAIL
2034,FAIL
2035,FAIL
2036,FAIL
2037,FAIL
2038,FAIL
2039,FAIL
2040,FAIL
2041,LIVE
2042,FAIL
2043,LIVE
2044,LIVE
2045,LIVE
2046,LIVE
2047,LIVE
2048,LIVE
2049,LIVE
2050,EXC
2051,LIVE
2052,LIVE
2053,FAIL
2054,FAIL
2055,FAIL
2056,FAIL
2057,FAIL
2058,FAIL
2059,FAIL
2060,FAIL
2061,LIVE
2062,FAIL
2063,FAIL
2064,LIVE
2065,LIVE
2066,LIVE
2067,FAIL
2068,LIVE
2069,FAIL
2070,LIVE
2071,FAIL
2072,FAIL
2073,LIVE
2074,LIVE
2075,LIVE
2076,FAIL
2077,LIVE
2078,LIVE
2079,LIVE
2080,FAIL
2081,FAIL
2082,LIVE
2083,LIVE
2084,LIVE
2085,FAIL
2086,LIVE
2087,LIVE
2088,LIVE
2089,FAIL
2090,FAIL
2091,FAIL
2092,FAIL
2093,FAIL
2094,LIVE
2095,FAIL
2096,FAIL
2097,FAIL
2098,FAIL
2099,FAIL
2100,FAIL
2101,EXC
2102,FAIL
2103,FAIL
2104,FAIL
2105,LIVE
2106,EXC
2107,FAIL
2108,FAIL
2109,LIVE
2110,FAIL
2111,FAIL
2112,LIVE
2113,LIVE
2114,EXC
2115,FAIL
2116,LIVE
2117,EXC
2118,LIVE
2119,FAIL
2120,FAIL
2121,FAIL
2122,EXC
2123,FAIL
2124,FAIL
2125,EXC
2126,EXC
2127,EXC
2128,EXC
2129,EXC
2130,FAIL
2131,FAIL
2132,EXC
2133,EXC
2134,FAIL
2135,EXC
2136,EXC
2137,EXC
2138,EXC
2139,EXC
2140,EXC
2141,FAIL
2142,FAIL
2143,FAIL
2144,FAIL
2145,FAIL
2146,FAIL
2147,FAIL
2148,FAIL
2149,LIVE
2150,FAIL
2151,FAIL
2152,FAIL
2153,LIVE
2154,FAIL
2155,FAIL
2156,FAIL
2157,FAIL
2158,FAIL
2159,FAIL
2160,FAIL
2161,FAIL
2162,FAIL
2163,FAIL
2164,EXC
2165,LIVE
2166,EXC
2167,FAIL
2168,FAIL
2169,FAIL
2170,EXC
2171,FAIL
2172,EXC
2173,FAIL
2174,FAIL
2175,EXC
2176,LIVE
2177,EXC
2178,FAIL
2179,FAIL
2180,EXC
2181,EXC
2182,FAIL
2183,LIVE
2184,LIVE
2185,FAIL
2186,LIVE
2187,LIVE
2188,FAIL
2189,FAIL
2190,LIVE
2191,FAIL
2192,FAIL
